value_tot_resial_building_aud000, new_houses_num, value_tot_building_aud000, value_new_oth_resial_building_aud000, new_oth_resial_building_num, value_new_houses_aud000, tot_dwl_num, sa4_name, value_non_resial_building_aud000, sa4_code, value_alterations_additions_conversions_resial_building_aud000
1144448.9,724,1612329.5,942097.0,3816,162731.5,4595,"Sydney - Parramatta",467880.5,"125",39620.5
507109.1,202,634122.2,362928.6,1325,98438.2,1582,"Sydney - Ryde",127013.1,"126",45742.3
897517.8,2376,1306991.2,271989.3,1274,604808.2,3679,"Sydney - South West",409473.5,"127",20720.3
316482.5,353,491412.5,110862.2,299,139693.9,664,"Sydney - Sutherland",174930.1,"128",65926.3
345255.9,1122,511067.6,19522.4,126,279391.7,1254,"Ballarat",165811.7,"201",46341.9
387556.6,1264,544460.7,17378.7,96,317056.7,1363,"Bendigo",156904.1,"202",53121.1
907442.9,2675,1619440.2,55227.0,290,725771.4,2981,"Geelong",711997.3,"203",126444.6
336068.2,1084,474184.1,6200.8,35,283390.6,1122,"Hume",138115.9,"204",46476.8
547591.0,1713,721624.2,31287.4,172,430749.1,1893,"Latrobe - Gippsland",174033.2,"205",85554.5
4160523.8,628,6223251.5,3347206.0,11264,287238.2,12042,"Melbourne - Inner",2062727.9,"206",526079.5
1494136.2,1039,1737274.8,626537.3,2312,624944.2,3359,"Melbourne - Inner East",243138.5,"207",242654.8
1191598.2,827,1470309.0,516769.8,1940,416866.4,2804,"Melbourne - Inner South",278710.8,"208",257962.0
1178719.0,3077,1564632.5,277774.9,1543,783900.3,4635,"Melbourne - North East",385913.5,"209",117043.8
884330.6,2363,1936877.1,238618.9,1315,587264.9,3703,"Melbourne - North West",1052546.5,"210",58446.8
837137.7,1598,1599479.2,282218.4,1246,428938.2,2861,"Melbourne - Outer East",762341.6,"211",125981.1
1769123.5,5073,2683326.0,393195.6,1860,1278479.0,6956,"Melbourne - South East",914202.5,"212",97448.8
1551645.8,4759,2770243.5,291966.8,1528,1146234.4,6309,"Melbourne - West",1218597.8,"213",113444.4
715385.8,1312,1021778.4,136602.1,594,440349.8,1918,"Mornington Peninsula",306392.6,"214",138433.9
184616.3,585,334082.3,2706.8,14,149959.5,600,"North West",149466.0,"215",31950.0
176120.0,468,259611.6,4006.6,23,125013.4,491,"Shepparton",83491.6,"216",47100.0
186138.6,496,279071.4,5339.8,28,140306.5,528,"Warrnambool and South West",92932.7,"217",40492.3
368511.1,952,520348.5,64342.9,342,260499.0,1300,"Brisbane - East",151837.5,"301",43669.2
536382.5,727,763200.4,285685.4,1300,184452.6,2034,"Brisbane - North",226817.9,"302",66244.5
791331.0,762,1068581.8,409015.3,1961,270195.9,2732,"Brisbane - South",277250.8,"303",112119.9
337295.8,466,534594.3,79337.6,366,172791.5,834,"Brisbane - West",197298.5,"304",85166.7
1983340.2,332,3090722.0,1565296.1,5722,175279.2,6070,"Brisbane Inner City",1107381.8,"305",242765.0
308464.9,880,518412.1,5823.6,23,245679.6,917,"Cairns",209947.1,"306",56961.7
235531.8,661,403752.8,38032.9,190,172522.9,853,"Darling Downs - Maranoa",168221.0,"307",24975.9
491708.5,1293,650336.3,91082.9,363,362918.2,1658,"Fitzroy",158627.8,"308",37707.4
1288223.4,1872,2580182.5,641889.0,2586,551091.3,4465,"Gold Coast",1291959.1,"309",95243.1
549900.5,1987,1173037.6,67050.6,368,441799.3,2363,"Ipswich",623137.1,"310",41050.5
366739.4,1288,520586.9,55157.0,355,280692.0,1652,"Logan - Beaudesert",153847.5,"311",30890.4
477389.0,1079,785910.3,109667.0,501,329040.7,1581,"Mackay",308521.3,"312",38681.3
338741.7,917,515333.3,95788.0,567,211355.4,1492,"Moreton Bay - North",176591.6,"313",31598.3
476530.3,1561,724586.8,98064.5,554,350891.3,2119,"Moreton Bay - South",248056.5,"314",27574.4
66940.8,115,163959.0,26303.8,118,30008.7,233,"Queensland - Outback",97018.2,"315",10628.3
817012.7,1947,1123567.0,171481.2,860,547976.2,2812,"Sunshine Coast",306554.3,"316",97555.3
340953.3,661,518097.0,118902.8,678,186801.1,1341,"Toowoomba",177143.7,"317",35249.4
460123.1,1309,676854.8,82086.2,435,323306.7,1748,"Townsville",216731.7,"318",54730.1
382898.8,1294,613763.8,30427.6,160,299908.6,1455,"Wide Bay",230865.0,"319",52562.6
606572.1,1075,1214301.2,164654.1,673,307507.4,1756,"Adelaide - Central and Hills",607729.1,"401",134410.5
583527.1,2595,863894.5,66154.8,428,492066.1,3037,"Adelaide - North",280367.4,"402",25306.2
489631.9,1349,619161.3,122147.7,693,295979.2,2053,"Adelaide - South",129529.4,"403",71505.0
390854.3,888,545112.5,151960.7,832,192045.8,1743,"Adelaide - West",154258.2,"404",46847.8
166558.4,697,252667.5,3876.5,18,140899.2,715,"Barossa - Yorke - Mid North",86109.1,"405",21782.7
137758.7,509,212296.7,2053.4,12,123124.3,524,"South Australia - Outback",74538.0,"406",12581.0
314250.7,1283,491988.7,2635.7,15,274432.0,1305,"South Australia - South East",177738.1,"407",37183.0
597241.3,1966,859406.6,20632.0,93,533273.8,2065,"Bunbury",262165.2,"501",43335.5
426137.9,1639,544752.6,17521.9,84,398193.3,1724,"Mandurah",118614.7,"502",10422.7
796852.4,532,2210100.5,300145.1,1002,392806.0,1536,"Perth - Inner",1413248.0,"503",103901.3
851203.3,2985,1030369.2,111921.8,521,686697.2,3516,"Perth - North East",179165.9,"504",52584.4
1668060.2,5000,2190021.0,257718.8,1242,1304795.0,6263,"Perth - North West",521960.6,"505",105546.5
1639761.9,4621,2752589.8,415668.6,1885,1132603.9,6532,"Perth - South East",1112827.8,"506",91489.4
1464726.2,4553,2040565.1,249885.6,1028,1133827.1,5607,"Perth - South West",575838.9,"507",81013.5
905180.1,1678,2001651.2,179331.3,585,664454.2,2280,"Western Australia - Outback",1096471.1,"508",61394.6
259854.1,789,376663.5,14542.8,56,212297.4,850,"Western Australia - Wheat Belt",116809.4,"509",33014.0
242652.6,732,757015.0,17127.0,87,175021.1,825,"Hobart",514362.4,"601",50504.6
158575.5,462,252288.3,21160.9,136,110093.7,607,"Launceston and North East",93712.8,"602",27320.9
62905.5,232,73465.9,1069.0,9,50526.3,242,"South East",10560.5,"603",11310.1
118904.3,341,185293.5,14597.1,115,83226.1,461,"West and North West",66389.2,"604",21081.2
604590.2,784,1188367.5,254316.6,1096,289486.6,1889,"Darwin",583777.2,"701",60787.0
75050.9,104,175853.0,30240.0,103,34413.2,260,"Northern Territory - Outback",100802.1,"702",10397.6
1310776.1,1752,2018770.0,640669.4,2879,568978.2,4636,"Australian Capital Territory",707993.9,"801",101128.5
